Nama Instansi,Nama Satuan Kerja,Tahun Anggaran,Cara Pengadaan,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Kode RUP,Sumber Dana,Produk Dalam Negeri,Total Nilai (Rp)
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum,42346599,APBD,Tidak,13680000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Kawat/Faksimili/Internet/TV Berlangganan,64399543,APBD,Ya,8650000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor - Suvenir/Cendera Mata,62917241,APBD,Ya,198000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Transport Zona III Pertemuan Koordinasi Implementasi Jejaring),42744330,APBD,Tidak,490000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42266627,APBD,Tidak,80000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Swakelola,-,-,Beban Jasa Tenaga Administrasi,42331352,APBD,Tidak,52728000
KAB. MAJALENGKA,KECAMATAN PANYINGKIRAN - 7.01.0.00.0.00.20.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,65805171,APBD,Ya,105000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64220994,APBD,Ya,250000000
KAB. MAJALENGKA,KECAMATAN LEMAHSUGIH - 7.01.0.00.0.00.13.0000,2026,Penyedia,Pengadaan Langsung,Barang,Alat Tulis Kantor,66115575,APBD,Ya,162500
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH TALAGA - 1.02.0.00.0.00.01.0034,2026,Swakelola,-,-," Belanja Jasa Konsultansi Berorientasi Layanan-Jasa Survei",41720419,APBD,Tidak,60000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Barang dan Jasa BLUD (Belanja Jasa Tenaga Keamanan),64680423,BLUD,Ya,900000000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64483280,APBD,Ya,15540000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Bahan-Bahan Bakar dan Pelumas,64145669,APBD,Ya,71990700
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281778,APBD,Tidak,7040000
KAB. MAJALENGKA,KECAMATAN BANJARAN - 7.01.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65617006,APBD,Ya,1425000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota_Pelacakan dan Pelaporan Kematian dan Pelaksanaan Otopsi Verbal kematian Ibu dan Bayi/Balita,42285627,APBD,Tidak,240000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64087935,APBD,Ya,10375000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,66209975,APBD,Ya,18000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Perlengkapan Ruang Pasien BLUD RSUD Majalengka,65027581,BLUD,Ya,1578621908
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak,64059265,APBD,Ya,1350000
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,2026,Swakelola,-,-,Belanja perjalanan dinas dalam kota - Fasyankes,42519345,APBD,Tidak,400000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Payung - Pajajar),65895149,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN KASOKANDEL - 7.01.0.00.0.00.11.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65280709,APBD,Ya,1050000
KAB. MAJALENGKA,KECAMATAN KASOKANDEL - 7.01.0.00.0.00.11.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65280708,APBD,Ya,300000
KAB. MAJALENGKA,KECAMATAN SUKAHAJI - 7.01.0.00.0.00.24.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64905700,APBD,Ya,300000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Administrasi,42259757,APBD,Tidak,79092000
KAB. MAJALENGKA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,64765122,APBD,Ya,11000000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64700737,APBD,Ya,1050000
KAB. MAJALENGKA,PUSKESMAS MALAUSMA - 1.02.0.00.0.00.01.0024,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota Pelaksanan kunjungan rumah/ follow up klien UBM PKM MALAUSMA,42826861,APBD,Tidak,8400000
KAB. MAJALENGKA,KECAMATAN MAJA - 7.01.0.00.0.00.16.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Pakaian Dinas Lapangan (PDL),65654986,APBD,Ya,9000000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD ,66258983,APBD,Ya,125000000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Pelayanan Kesehatan pada anak usia sekolah dan remaja (Skrining dan pembinaan di sekolah dan komunitas) dan pemantauan minum TTD,42700104,APBD,Tidak,2400000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (OPTIMALISASI PROGRAM KODING DAN KKA),65102733,APBD,Ya,2073000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Implementasi Peraturan Gaji),64619218,APBD,Ya,15750000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Operator Komputer  ,42687012,APBD,Tidak,52728000
KAB. MAJALENGKA,DINAS PEMBERDAYAAN MASYARAKAT DESA - 2.13.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Pemeliharaan Komputer-Komputer Unit-Personal Computer,42265110,APBD,Tidak,10900000
KAB. MAJALENGKA,PUSKESMAS PANONGAN - 1.02.0.00.0.00.01.0026,2026,Penyedia,E-Purchasing,Barang,Pelayanan dan Penunjang Pelayanan BLUD,64214123,APBD,Ya,1046475218
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,"Belanja Alat/Bahan Untuk Kegiatan Kantor-Bahan Cetak (Karcis Parkir Tepi Jalan Umum, Retribusi Pelayanan Pasar dan Retribusi Pelayanan Persampahan)",66374189,APBD,Ya,254250000
KAB. MAJALENGKA,KECAMATAN ARGAPURA - 7.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Pemeliharaan Komputer-Peralatan Komputer-Peralatan Komputer Lainnya,65843335,APBD,Ya,1000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sukasari Kaler - Cibuluh (Panyaweuyan)),66066910,APBD,Ya,200000000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",43300669,APBD,Tidak,16800000
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,"Belanja Hibah Uang kepada Badan dan Lembaga yang Bersifat Nirlaba, Sukarela dan Sosial yang Dibentuk Berdasarkan Peraturan Perundang-Undangan",42360310,APBD,Tidak,150000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum (Upah Pemeliharaan Sal. Irigasi Sal. Cikubang),42518787,APBD,Tidak,18540000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,65179069,APBD,Ya,7500000
KAB. MAJALENGKA,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Natura dan Pakan-Natura,64026651,APBD,Ya,3200000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Isi Tabung Gas (Yandasru),66299867,APBD,Ya,1800000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Promkes Supervisi Fasilitatif Zona 1),42435834,APBD,Tidak,3600000
KAB. MAJALENGKA,KECAMATAN CINGAMBUL - 7.01.0.00.0.00.06.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",43034411,APBD,Tidak,675000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42531226,APBD,Tidak,1800000
KAB. MAJALENGKA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Biasa,42361427,APBD,Tidak,72000000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64243715,APBD,Ya,360000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,63475411,APBD,Ya,13160000
KAB. MAJALENGKA,PUSKESMAS SUKAHAJI - 1.02.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,Pembekalan dan Evaluasi Pelaksanaan PMT_Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,64275901,APBD,Ya,120400
KAB. MAJALENGKA,KECAMATAN SUKAHAJI - 7.01.0.00.0.00.24.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64905922,APBD,Ya,280000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Belanja Jasa Konsultansi Berorientasi Layanan-Jasa Survei,64081017,APBD,Ya,75000000
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Swakelola,-,-,Belanja Kawat/Faksimili/Internet/TV Berlangganan,42216825,APBD,Tidak,861640
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,66580179,APBD,Ya,13150000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,"Belanja Pemeliharaan Jalan, Jaringan dan Irigasi BLUD (Belanja Pemeliharaan Jaringan Oksigen Sentral)",64906326,BLUD,Ya,200000000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Penyedia,E-Purchasing,Barang,Belanja Modal,64503490,APBD,Ya,350000000
KAB. MAJALENGKA,PUSKESMAS PANYINGKIRAN - 1.02.0.00.0.00.01.0023,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42397304,APBD,Tidak,3600000
KAB. MAJALENGKA,PUSKESMAS PANYINGKIRAN - 1.02.0.00.0.00.01.0023,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42397301,APBD,Tidak,1440000
KAB. MAJALENGKA,KECAMATAN LEUWIMUNDING - 7.01.0.00.0.00.14.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65492304,APBD,Ya,1207500
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65802760,APBD,Ya,2250000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,2026,Swakelola,-,-,"Belanja Barang dan Jasa BOK Puskesmas_Pengendalian Vektor (Pengasapan/Fogging, Penyemprotan Dinding Rumah (IRS), Larvasidasi DBD/Malarian, PSN_Survey Vektor (DBD, Malaria dan Leptospirosis serta Pengendalian Vektor (Pengasapan/Fogging, Penyemprotan Dinding Rumah (IRS) Larvasidasi DBD/Malaria dan PSN)_Pengelolaan Surveilans Kesehatan (UPTD Puskesmas Rajagaluh)",42368599,APBD,Tidak,1700000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64926326,APBD,Ya,10000000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Gedung Kober Lingk. Margamukti RT. 022 RW. 007 Kelurahan Babakanjawa,64064504,APBD,Ya,40000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Pembinaan dan pemetaan SPA_zona V),42722738,APBD,Tidak,1600000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Listrik,64931946,APBD,Ya,158372342
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan operator layanan operasional ,42993676,APBD,Tidak,131820000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Penyedia,E-Purchasing,Barang," Belanja Barang dan Jasa BOK Puskesmas Majalengka; Bahan Cetak",64293355,APBD,Ya,5400
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64904713,APBD,Ya,2100000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64395539,APBD,Ya,7000000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD,64478261,APBD,Ya,3062500
KAB. MAJALENGKA,KECAMATAN JATITUJUH - 7.01.0.00.0.00.08.0000,2026,Penyedia,Pengadaan Langsung,Barang,Beban Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Alat Angkutan Darat Bermotor Lainnya,65621051,APBD,Ya,6250000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Pemeliharaan Jalan Cipondoh - Bantarmerak),65473434,APBD,Ya,200000000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",43301244,APBD,Tidak,13500000
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,2026,Penyedia,E-Purchasing,Barang,Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD,65956316,APBD,Ya,1500000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik (UMPEG),66056405,APBD,Ya,3375000
KAB. MAJALENGKA,KECAMATAN MALAUSMA - 7.01.0.00.0.00.18.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64719892,APBD,Ya,2949400
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Rapat,63491124,APBD,Ya,126655000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Hotmix Gang Gg. Haji RT.01 RW.03 Kelurahan Majalengka Wetan,64064508,APBD,Ya,32000000
KAB. MAJALENGKA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Bakar dan Pelumas,64476448,APBD,Ya,7400000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281559,APBD,Tidak,240000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Suku Cadang-Suku Cadang Alat Angkutan,64932543,APBD,Ya,30000000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42292624,APBD,Tidak,160000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Jamuan Tamu,64024824,APBD,Ya,112500000
KAB. MAJALENGKA,KECAMATAN CIKIJING - 7.01.0.00.0.00.05.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64609081,APBD,Ya,120000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42976985,APBD,Tidak,1350000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak,64681950,APBD,Ya,250000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pembersih,65060722,APBD,Ya,12000000
KAB. MAJALENGKA,PUSKESMAS ARGAPURA - 1.02.0.00.0.00.01.0001,2026,Swakelola,-,-,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,43085743,APBD,Tidak,43344000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Swakelola,-,-,Beban Perjalanan Dinas Dalam Kota (Transport Zona III Pertemuan Evaluasi PKM dan RS),42744329,APBD,Tidak,420000
KAB. MAJALENGKA,PUSKESMAS CIGASONG - 1.02.0.00.0.00.01.0032,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,64981775,APBD,Ya,1852500
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Konsultansi Berorientasi Bidang-Telematika,66188514,APBD,Ya,30000000
KAB. MAJALENGKA,KECAMATAN SUKAHAJI - 7.01.0.00.0.00.24.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Makanan dan Minuman Rapat,64906463,APBD,Ya,1400000
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42304728,APBD,Tidak,4000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum (Upah Pemeliharaan Saluran Nursalim),42514880,APBD,Tidak,11310000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Swakelola,-,-,Belanja perjalanan dinas dalam kota,42375681,APBD,Tidak,3280000
KAB. MAJALENGKA,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN - 1.04.2.10.1.03.01.0000",2026,Swakelola,-,-,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan operator layanan operasional,42577687,APBD,Tidak,210912000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65420010,APBD,Ya,6650000
KAB. MAJALENGKA,DINAS PERHUBUNGAN - 2.15.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Rambu-Rambu-Rambu-Rambu Lalu Lintas Darat-Rambu Bersuar,65531426,APBD,Ya,66000000
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan,64038954,APBD,Ya,13250000
KAB. MAJALENGKA,KECAMATAN TALAGA - 7.01.0.00.0.00.26.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64713463,APBD,Ya,200000
KAB. MAJALENGKA,KECAMATAN LEMAHSUGIH - 7.01.0.00.0.00.13.0000,2026,Penyedia,Pengadaan Langsung,Barang,Penyusunan Dokumen Perencanaan Perangkat Daerah,66117118,APBD,Ya,1150000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan Cetak (Tim Sarpras & Mutu),64571118,APBD,Ya,5932500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat Jamuan Makan,64576811,APBD,Ya,4500000
KAB. MAJALENGKA,KECAMATAN KASOKANDEL - 7.01.0.00.0.00.11.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Personal Computer,65281459,APBD,Ya,6500000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64482847,APBD,Ya,5250000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",43320164,APBD,Tidak,39700000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Penyimpan Perlengkapan Kantor,64903307,APBD,Ya,2000000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Penemuan kasus aktif dan pemantauan pengobatan TBC,42700129,APBD,Tidak,400000
KAB. MAJALENGKA,KECAMATAN PANYINGKIRAN - 7.01.0.00.0.00.20.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,65811590,APBD,Ya,665000
